UniprotID,Gene_Name,TDL,Biomacromolecule,IDG_Family,IC_Family,IC_Subfamily,IC_Sub-subfamily,IC_protein,TransporterProtein_Type,Gating_Mechanism,Ion_Type,Transported_ion,Topology,Quaternary_Organization,Transmembrane_Regions,Membrane_Topological_Regions,Intramembrane_Regions,NumberOfPfamADomains
Q7Z402,TMC7,Tdark,protein,ion channel,transmembrane channel (TMC) family,,,Transmembrane channel-like protein 7,ion channel,,,,multi-pass membrane protein,unknown,9,10,0,1
Q8IU68,TMC8,Tmacro,protein,ion channel,calcium-dependent chloride channel (ca-clc) family,,,Transmembrane channel-like protein 8,ion channel,,anion channel,,multi-pass membrane protein,unknown,8,5,0,1
Q8WXS4,TMEM37,Tdark,protein,ion channel,PMP-22/EMP/MP20 family,CACNG subfamily,,Voltage-dependent calcium channel gamma-like subunit,ion channel,voltage-gated,cation channel,calcium,multi-pass membrane protein,heteromeric,4,0,0,1
Q9H6F2,TMEM38A,Tgray,protein,ion channel,tmem38 family,,,Trimeric intracellular cation channel type A,ion channel,,cation channel,"potassium, cation",multi-pass membrane protein,homomeric,4,3,0,1
Q9NVV0,TMEM38B,Tmacro,protein,ion channel,tmem38 family,,,Trimeric intracellular cation channel type B,ion channel,,cation channel,"potassium, cation",multi-pass membrane protein,homomeric,4,3,0,1
Q9H313,TTYH1,Tgray,protein,ion channel,anion channel tweety (tweety) family,,,Protein tweety homolog 1,ion channel,,anion channel,"chloride, anion",multi-pass membrane protein,unknown,5,6,0,1
Q9BSA4,TTYH2,Tgray,protein,ion channel,anion channel tweety (tweety) family,,,Protein tweety homolog 2,ion channel,,anion channel,chloride,multi-pass membrane protein,unknown,5,6,0,1
Q9C0H2,TTYH3,Tdark,protein,ion channel,anion channel tweety (tweety) family,,,Protein tweety homolog 3,ion channel,,anion channel,chloride,multi-pass membrane protein,unknown,5,6,0,1
Q9ULQ1,TPCN1,Tmacro,protein,ion channel,calcium channel alpha-1 subunit family,two pore calcium channel subfamily,,Two pore calcium channel protein 1,ion channel,voltage-gated,cation channel,calcium,multi-pass membrane protein,monomeric,12,15,2,2
Q8NHX9,TPCN2,Tmacro,protein,ion channel,calcium channel alpha-1 subunit family,two pore calcium channel subfamily,,Two pore calcium channel protein 2,ion channel,voltage-gated,cation channel,calcium,multi-pass membrane protein,homomeric,12,15,2,2
Q401N2,ZACN,Tclin,protein,ion channel,"neurotransmitter receptor, Cys loop, ligand-gated ion channel (LIC) family",,,Zinc-activated ligand-gated ion channel,ion channel,ligand-gated,cation channel,,multi-pass membrane protein,unknown,4,5,0,1
Q15049,MLC1,Tmacro,protein,ion channel,membrane protein mlc1 family,,,Membrane protein MLC1,"electrochemical potential-driven transporter, incompletely characterized transport system",,,,multi-pass membrane protein,unknown,8,0,0,
Q9NZQ8,TRPM5,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM5 sub-subfamily,Transient receptor potential cation channel subfamily M member 5,ion channel,voltage-gated,,,multi-pass membrane protein,unknown,6,7,0,
